月,日,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,23,23
1,1,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
1,2,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
1,3,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
1,4,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
1,5,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
1,6,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
1,7,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
1,8,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
1,9,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.141935484,0.141935484,0.212903226,0.212903226,0.451612903,0.451612903,0.425806452,0.425806452,0.329032258,0.329032258,0.258064516,0.258064516,0.258064516,0.258064516,0.322580645,0.322580645,0.258064516,0.258064516,0.258064516,0.258064516,0.277419355,0.277419355,0.329032258,0.329032258,0.425806452,0.425806452,0.374193548,0.374193548,0.419354839,0.419354839,0.451612903,0.451612903,0.451612903,0.451612903,0.322580645,0.322580645,0.161290323,0.161290323
